%time,field0.role,field0.id,field0.dis,field0.fp_rssi,field0.rx_rssi
1702023194356176809,0,1,0.9819999933242798,-82.5,-79.5
1702023194376199798,0,1,1.027999997138977,-82.5,-79.0
1702023194396353679,0,1,1.027999997138977,-83.0,-79.5
1702023194416090998,0,1,1.0470000505447388,-83.0,-79.5
1702023194436218710,0,1,1.0509999990463257,-82.5,-79.5
1702023194456235255,0,1,0.9909999966621399,-82.5,-79.0
1702023194476062393,0,1,1.0529999732971191,-83.0,-79.5
1702023194496137120,0,1,1.0980000495910645,-82.5,-79.0
1702023194516142719,0,1,0.972000002861023,-83.0,-79.5
1702023194536221368,0,1,1.0260000228881836,-82.5,-79.0
1702023194556298577,0,1,1.0449999570846558,-83.0,-79.5
1702023194576265959,0,1,1.0470000505447388,-83.5,-79.5
1702023194596266748,0,1,0.9739999771118164,-83.0,-79.5
1702023194616147416,0,1,1.0199999809265137,-83.0,-79.5
1702023194636284178,0,1,1.0509999990463257,-83.0,-79.5
1702023194656296919,0,1,1.031999945640564,-83.5,-79.5
1702023194676302482,0,1,0.9890000224113464,-82.5,-79.0
1702023194696391524,0,1,1.0160000324249268,-82.5,-79.5
1702023194716162192,0,1,1.0379999876022339,-83.0,-79.5
1702023194736390567,0,1,1.0360000133514404,-83.0,-79.5
1702023194756205950,0,1,1.00600004196167,-82.0,-78.5
1702023194776256817,0,1,0.996999979019165,-81.5,-78.5
1702023194796247643,0,1,1.0180000066757202,-84.0,-80.0
1702023194817204048,0,1,1.0529999732971191,-82.0,-78.5
1702023194836256389,0,1,1.0609999895095825,-82.0,-79.0
1702023194856120913,0,1,1.0360000133514404,-82.0,-79.0
1702023194876237967,0,1,1.0490000247955322,-82.5,-79.0
1702023194896237502,0,1,1.0509999990463257,-83.0,-79.0
1702023194916049136,0,1,1.0920000076293945,-82.5,-79.0
1702023194936153806,0,1,1.1100000143051147,-83.0,-79.0
1702023194956110040,0,1,1.0609999895095825,-83.0,-79.0
1702023194976032562,0,1,1.0800000429153442,-83.0,-79.0
1702023194996123083,0,1,1.0670000314712524,-83.5,-79.0
1702023195016129280,0,1,1.1039999723434448,-83.5,-79.0
1702023195037298365,0,1,1.059000015258789,-83.5,-79.5
1702023195055976280,0,1,1.0570000410079956,-83.0,-79.0
1702023195076047753,0,1,1.0470000505447388,-83.0,-79.5
1702023195096182415,0,1,1.0959999561309814,-84.0,-79.5
1702023195116078482,0,1,1.062999963760376,-83.5,-79.0
1702023195135991207,0,1,1.0379999876022339,-83.0,-79.0
1702023195156044592,0,1,1.0449999570846558,-83.0,-79.5
1702023195176083565,0,1,1.069000005722046,-84.0,-79.0
1702023195196076662,0,1,1.027999997138977,-84.5,-80.0
1702023195216017540,0,1,1.059000015258789,-83.0,-78.0
1702023195236004126,0,1,1.0219999551773071,-83.0,-78.5
1702023195256033815,0,1,1.0410000085830688,-84.5,-79.5
1702023195276114632,0,1,1.0470000505447388,-83.5,-79.5
1702023195296163096,0,1,1.0379999876022339,-83.0,-79.0
1702023195316219623,0,1,1.0299999713897705,-83.5,-79.5
1702023195336136922,0,1,1.0449999570846558,-83.5,-79.5
1702023195356292054,0,1,1.0709999799728394,-83.0,-79.0
1702023195376318568,0,1,1.00600004196167,-83.0,-79.0
1702023195396367732,0,1,0.9909999966621399,-82.0,-78.0
1702023195416456137,0,1,1.0240000486373901,-83.5,-79.5
1702023195437306065,0,1,1.027999997138977,-83.0,-79.5
1702023195456281517,0,1,0.9670000076293945,-83.0,-79.0
1702023195476290034,0,1,1.0219999551773071,-83.0,-79.5
1702023195496175294,0,1,1.065000057220459,-83.0,-79.5
1702023195516181605,0,1,1.0180000066757202,-82.5,-79.5
1702023195536188098,0,1,0.9929999709129333,-82.5,-79.0
1702023195556181187,0,1,0.949999988079071,-83.0,-79.5
1702023195576285932,0,1,1.059000015258789,-82.5,-79.5
1702023195596396508,0,1,1.0240000486373901,-81.0,-78.0
1702023195616286756,0,1,0.9739999771118164,-82.0,-79.5
1702023195636263617,0,1,0.9549999833106995,-82.5,-79.5
1702023195656284116,0,1,1.0180000066757202,-82.5,-79.5
1702023195676139370,0,1,1.0180000066757202,-81.5,-78.5
1702023195696414337,0,1,1.0410000085830688,-82.0,-79.5
1702023195716371819,0,1,0.9779999852180481,-82.5,-79.5
1702023195736304447,0,1,0.9779999852180481,-81.0,-78.0
1702023195756360960,0,1,0.9800000190734863,-81.5,-78.5
1702023195777362983,0,1,1.0260000228881836,-81.5,-79.5
1702023195796331290,0,1,0.996999979019165,-82.5,-80.0
1702023195816298498,0,1,0.9739999771118164,-81.5,-79.0
1702023195837285069,0,1,1.003000020980835,-81.0,-78.0
1702023195857339688,0,1,0.9869999885559082,-81.5,-78.5
1702023195877224607,0,1,0.9800000190734863,-82.5,-78.5
1702023195896269142,0,1,1.0410000085830688,-81.0,-78.5
1702023195916184074,0,1,0.984000027179718,-81.5,-79.5
1702023195936238314,0,1,0.949999988079071,-82.0,-79.5
1702023195956173691,0,1,0.9909999966621399,-82.5,-79.5
1702023195977248676,0,1,0.9649999737739563,-81.5,-79.5
1702023195996221532,0,1,0.9779999852180481,-81.0,-78.0
1702023196016173947,0,1,0.9909999966621399,-82.0,-79.5
1702023196036324559,0,1,1.0119999647140503,-82.5,-79.5
1702023196056233908,0,1,0.972000002861023,-81.5,-79.5
1702023196076329516,0,1,0.9350000023841858,-81.5,-79.5
1702023196096213741,0,1,0.996999979019165,-82.0,-79.5
1702023196116203467,0,1,0.9819999933242798,-82.5,-80.0
1702023196136185324,0,1,1.0260000228881836,-81.5,-79.5
1702023196156231105,0,1,0.9589999914169312,-82.0,-80.0
1702023196176163419,0,1,1.00600004196167,-83.0,-79.5
1702023196196206853,0,1,0.9549999833106995,-82.0,-79.5
1702023196216170894,0,1,0.9629999995231628,-81.5,-78.5
1702023196236170764,0,1,0.9700000286102295,-82.0,-78.5
1702023196256186356,0,1,1.0529999732971191,-82.5,-79.5
1702023196276170264,0,1,1.0219999551773071,-82.5,-79.5
1702023196296179722,0,1,0.925000011920929,-82.0,-79.5
1702023196316158036,0,1,0.9819999933242798,-82.5,-79.5
1702023196336164062,0,1,1.0010000467300415,-83.0,-79.5
1702023196356151496,0,1,1.0219999551773071,-81.5,-78.5
1702023196376143800,0,1,0.9610000252723694,-82.0,-79.5
1702023196396172598,0,1,1.0160000324249268,-83.0,-79.5
1702023196416186939,0,1,1.0410000085830688,-83.0,-79.5
1702023196436193190,0,1,0.9399999976158142,-82.5,-79.5
1702023196457161257,0,1,0.9800000190734863,-81.5,-78.0
1702023196476149020,0,1,1.0240000486373901,-82.5,-79.5
1702023196497183711,0,1,1.0609999895095825,-82.5,-79.5
1702023196516212347,0,1,0.9909999966621399,-82.5,-79.5
1702023196536244005,0,1,0.984000027179718,-82.5,-79.5
1702023196556163370,0,1,0.9909999966621399,-83.0,-79.5
1702023196577170846,0,1,0.9909999966621399,-82.5,-79.5
1702023196597245351,0,1,0.9399999976158142,-82.5,-79.5
1702023196617201721,0,1,0.984000027179718,-82.5,-79.5
1702023196636188423,0,1,1.0119999647140503,-82.5,-79.5
1702023196657182975,0,1,1.031999945640564,-82.5,-79.5
1702023196676296831,0,1,0.9419999718666077,-82.0,-79.0
1702023196696192875,0,1,0.9760000109672546,-82.5,-79.5
1702023196717191736,0,1,1.0379999876022339,-82.5,-79.5
1702023196737275987,0,1,0.9440000057220459,-82.5,-80.0
1702023196757178395,0,1,0.9649999737739563,-82.0,-79.5
1702023196777178839,0,1,0.972000002861023,-82.5,-79.5
1702023196797206407,0,1,1.031999945640564,-82.5,-79.5
1702023196817285556,0,1,0.949999988079071,-82.5,-79.5
1702023196837271916,0,1,0.9670000076293945,-81.5,-78.0
1702023196857265737,0,1,1.00600004196167,-82.0,-78.5
1702023196877241803,0,1,0.9890000224113464,-82.5,-80.0
1702023196897287803,0,1,0.9629999995231628,-83.0,-80.0
1702023196917269845,0,1,0.984000027179718,-83.0,-79.5
1702023196937265534,0,1,0.9760000109672546,-83.0,-80.0
1702023196957204752,0,1,0.9610000252723694,-83.0,-79.5
1702023196977078519,0,1,0.9570000171661377,-83.0,-80.0
1702023196997274488,0,1,0.996999979019165,-82.0,-78.5
1702023197017094663,0,1,1.031999945640564,-82.5,-79.5
